Shelter,Animal ID#,Intake Date,Intake Type,Intake Condition,Animal Type,Group,Breed 1,Breed 2
E VALLEY,A1426494,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426556,9/23/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426558,9/23/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426568,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426571,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426583,9/23/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1426605,9/24/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426612,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426614,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426664,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426705,9/24/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426708,9/24/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426296,9/22/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426356,9/22/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426474,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425434,9/18/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425528,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425529,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425616,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425617,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425618,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425619,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425637,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425703,9/19/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425743,9/20/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425744,9/20/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425868,9/20/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426842,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426847,9/24/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426849,9/24/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426864,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426866,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426869,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426870,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427088,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427091,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427226,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427247,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426510,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426510,10/26/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426534,9/23/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426559,9/23/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426561,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426604,9/24/13,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426604,9/30/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426610,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426623,9/24/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426666,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426667,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426709,9/24/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426819,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426846,9/24/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1425964,9/20/13,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1425994,9/21/13,OWNER SUR,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426046,9/21/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426309,9/22/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426346,9/22/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427428,9/26/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427514,9/26/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1427592,9/27/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,MIX
E VALLEY,A1427594,9/27/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,MIX
E VALLEY,A1427679,8/21/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427818,9/27/13,STRAY,ALIVE,CAT,SHORTHAIR,JAPAN BOBTAIL,
E VALLEY,A1427857,9/28/13,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1427085,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427090,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427120,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427236,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427238,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427239,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427591,9/27/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,MIX
E VALLEY,A1427612,9/27/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426419,9/23/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426545,9/23/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426616,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426617,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426669,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426669,10/10/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426710,9/24/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426801,9/24/13,STRAY,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426871,9/24/13,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426927,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426928,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426929,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1426930,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427214,9/25/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427219,9/25/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427252,9/26/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427267,9/26/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427321,9/26/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1427384,9/26/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1427475,9/26/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427565,9/26/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427630,9/27/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1427660,8/6/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1427677,8/21/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427858,9/28/13,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1427923,9/28/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427947,9/28/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1427993,9/28/13,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1427922,9/28/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428044,9/28/13,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428107,9/29/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427638,9/27/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427639,9/27/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427641,9/27/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1427641,10/22/13,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1427667,8/17/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427669,9/27/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1427670,8/17/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1427830,9/27/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428101,9/29/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428189,9/29/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1428352,9/30/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428368,9/30/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428331,9/30/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428333,9/30/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428400,10/1/13,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1428441,10/1/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1428450,10/1/13,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428517,10/1/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428561,10/1/13,STRAY,ALIVE,CAT,SHORTHAIR,RUSSIAN BLUE,
E VALLEY,A1428566,10/1/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428618,10/1/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428699,10/2/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428729,10/2/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428749,10/2/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1428794,10/2/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428532,10/1/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428565,10/1/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428890,10/2/13,STRAY,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428891,10/2/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428937,10/3/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428939,10/3/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429095,10/3/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429096,10/3/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429154,10/4/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429224,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429242,10/4/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429246,10/4/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429266,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429268,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428046,9/28/13,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428064,9/29/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428099,9/29/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428341,9/30/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429153,10/4/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429155,10/4/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429176,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1429196,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429227,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429272,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429380,10/5/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429399,10/5/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1429401,10/5/13,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1429528,10/5/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429536,10/5/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429577,10/5/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1429597,10/6/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429663,10/6/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1429670,10/6/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428518,10/1/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428520,10/1/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1428727,10/2/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429533,10/5/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429534,10/5/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429535,10/5/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429558,10/5/13,POS OWNER,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1429558,10/6/13,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1429697,10/6/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429782,10/7/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429843,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429897,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429968,10/8/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429838,10/7/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429845,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429846,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429885,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429887,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429947,10/8/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430188,10/9/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430190,10/9/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430357,10/9/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1430426,10/9/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1430607,10/10/13,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1430619,10/10/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1430661,10/10/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1430682,10/10/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430696,10/10/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430850,10/11/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430096,10/8/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430260,10/9/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430376,10/9/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430428,10/9/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430505,10/10/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429145,10/3/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429225,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429226,10/4/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429368,10/4/13,POS OWNER,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1429378,10/5/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429403,10/5/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429449,10/5/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1430899,10/11/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430983,10/12/13,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1431031,10/12/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431033,10/12/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431087,10/12/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431198,10/13/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431226,10/13/13,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1431231,10/13/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431233,10/13/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1431246,10/13/13,PERS PROP,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1431263,10/13/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430683,10/10/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430691,10/10/13,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1430798,10/11/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430857,10/11/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430921,10/11/13,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1430980,10/12/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431002,10/12/13,STRAY,ALIVE,CAT,LONGHAIR,ANGORA,
E VALLEY,A1431004,10/12/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1431005,10/12/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1429603,10/6/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429702,10/6/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429841,10/7/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1429966,10/8/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430283,10/9/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430285,10/9/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430347,10/9/13,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,MIX
E VALLEY,A1430490,10/10/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430492,10/10/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430631,10/10/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1430935,10/12/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431030,10/12/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431163,10/13/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431241,10/13/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431243,10/13/13,PERS PROP,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431264,10/13/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431321,10/14/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1431322,10/14/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424128,9/12/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424131,9/12/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424287,9/13/13,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1424322,9/13/13,EVIDENCE,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1424322,9/13/13,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1424348,9/13/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1424411,9/13/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424440,9/14/13,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1424469,9/14/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424471,9/14/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424481,9/14/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424523,9/14/13,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424553,9/14/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424563,9/14/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1424621,9/15/13,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
